"","101135-S45-L001","101184-S125-L001","101325-S44-L001","101432-S8-L001","101450-S103-L001","101534-S9-L001","101583-S11-L001","102681-S51-L001","103225-S78-L001","103584-S31-L001","104269-S50-L001","104850-S87-L001","125242-S105-L001","125359-S59-L001","125692-S92-L001","126221-S4-L001","126456-S38-L001","126681-S117-L001","126724-S100-L001","126858-S54-L001","127255-S102-L001","127515-S70-L001","128216-S76-L001","128348-S18-L001","128489-S8-L001","129227-S28-L001","129441-S5-L001","129700-S54-L001","207340-S80-L001","207639-S128-L001","208194-S70-L001","208823-S20-L001","208901-S66-L001","209012-S40-L001","209218-S21-L001","210494-S104-L001","224863-S113-L001","224928-S31-L001","224989-S61-L001","225117-S14-L001","230864-S97-L001"
"ASV_55",0.000754447268106734,0,0.00661364816484928,0.00855303765100079,0.00545171339563863,0.0154860828636179,0.00672384708593694,0.00610722027680507,0.0137851246151734,0.0132722054206076,0.00385373722889407,0.00317446698983313,0.00813008130081301,0.00697845700607623,0.0039122005262429,0.00455342496747554,0.0156433843191785,0.0127829209633315,0.00406149609912804,0,0.0310428408725871,0.016590281686366,0.00696437028163913,0.00383254716981132,0.0244149231321605,0.00856491841966066,0,0.00578552498973536,0.00987503971195595,0,0,0.00978792822185971,0.0121162336995585,0.00445136502885771,0.00230376830673029,0.015914703461252,0.0068793737397699,0.0127146075562576,0.00745323460639127,0.00199913961080042,0.00274642964146609
"ASV_59",0.00103240152477764,0.00546556692835139,0.00136645623240688,0.00255709373071158,0.00548711413197395,0.00142367365913185,0.00909976478414788,0.0518175754543939,0.0038237543384905,0.0304355363781712,0.0257214554579674,0.01647290978508,0.0191010716925351,0.076265881053213,0.00830909846281678,0.0187227784376944,0.0144133062359611,0.002800382169802,0.0169802661771455,0.0191518467852257,0.000700873171159069,0.0108815094744177,0.00228431345237764,0.0107606132075472,0.0153409276365179,0.00101721121373642,0.00316343686399434,0.00604680676346534,0.00328285502488616,0.00841586460222253,0.0236372812920592,0.00212071778140294,0.00143751925248999,0.0127109320786013,0.0201744281717953,0.0159931010152483,0.0258806784485826,0.014009374109848,0.0164166017147311,0.0103752815244072,0.00444422251073604
"ASV_61",0,0.00771804299579317,0.00286955808805444,0,0.00587652223166242,0,0.00921856066905842,0.017029348007337,0.000902013843951605,0,0.000418235048097031,0,0.00168606799704361,0,0.00308129067996122,0.00851292493919339,0.00735372767140871,0.00942246235956907,0.02088113813676,0.0101332522673152,0,0.0036450376564552,0.00342647017856645,0,0.00649541404184483,0.0124099768075843,0,0.00376992273524691,0.0014561050513608,0.0173896870786256,0,0.0257748776508972,0.00302905842488962,0.000270805477040773,0,0.0506448198816197,0.0150160123354288,0,0.00786730319563523,0.00288483437507908,0
"ASV_62",0,0.00202060353108748,0.00513787543384985,0.00101401992769597,0.000708014726706316,0.0004067639026091,0.00468055786547554,0.0106511589127897,0.00447085122654274,0.0023308227226321,0.0069905000896218,0.00428982025653125,0,0.0425151905726386,0,0.000735335709033316,0.000133704139480158,0,0.022418540614961,0,0,0.000375224464635094,0.0203916761846394,0.00063875786163522,0,0.0134271880213207,0,0.00100780112724422,0,0.00130190170642117,0.0044302377747869,0.0113866231647635,0,0.00495912529830916,0.00651637321046569,0,0.00064049341715099,0,0,0.00167016726978263,0.0135324078697693
"ASV_72",0.0115946632782719,0.00218622677134055,0.00207701347325845,0.00524645093025306,0.00566411781365052,0.0212679411935615,0.0107153888189313,0,0.012157577896739,0,0.000836470096194061,0.00596285015657844,0.00318736141906874,0.00136254833364021,0.00315053316715136,0.000876746422308954,0.013530858915392,0.00164728362929529,0.0039008719596145,0,0.00245305609905674,0.00927340462598161,0.00220074100899797,0.0120872641509434,0.00153409276365179,0.0108231273141555,0.00349526590567206,0.00365794483221978,0.0063274383140951,0,0,0.00528548123980424,0.0135024129787453,0.00587309378332177,0.00444298173440843,0.00286151072086551,0.00612027043055391,0.00116528989823135,0.00504189399844115,0.0061492522205633,0.00481873564366324
"ASV_78",0.000833862770012706,0.00314684156480837,0.000573911617610888,0,0.00130982724440668,0,0.00161562403478343,0.00135484408871102,0.00154911073200384,0.000481574942692582,0.00391348509290793,0.0051477843078375,0.00163987435328899,0.0173816976615725,0.000865531089876748,0.0206742462808982,0.00141726387848968,0.0114321483873093,0.000321248279027077,0.214672949283072,0.0170837835470023,0,0.0106415577903446,0.00201454402515723,0.0222933054803016,0.00516743296578101,0.00433589947792231,0.00966742562800941,0.0026474637297469,0.0233412377365509,0.00465455361148497,0.000456769983686786,0.00372214806448301,0.0248971785454361,0.00115188415336515,0,0,0.0110832016987337,0.00119349181605612,0.00936305893666017,0.00279636472585639
"ASV_81",0,0.00231872536354301,0.0139925118198464,0.000484966052376334,0.016142735768904,0.00168516473938056,0.0430991470455463,0.00625312656328164,0.0174912249740181,0.000597152928938801,0.0187309553683456,0.0169018918107331,0.00840724316334072,0.0728226845884736,0.000415454923140839,0.00794728208609084,0.00299497272435555,0.00154844661153757,0.00435979807251033,0.0204691695799767,0,0.00150089785854038,0.0235117140708137,0.00255503144654088,0.000359042987237654,0.0384709281035114,0.00652597115299531,0.00679332611697958,0.00121783331568358,0.0110196680150649,0.000280394795872589,0.0299510603588907,0.00379915802443783,0.00060931232334174,0.0061214415007405,0.00176394496491709,0.00102004507175898,0.0105911904083694,0.00131527669524552,0.00255586203406129,0.00019974033756117
"ASV_82",0.000317662007623888,0,0.00204968434861031,0.00595185609734591,0.00322146700651374,0.00598524028124818,0.00375394996317328,0.00195931298982825,0.00970645332078358,0.0011943058578776,0.000179243592041585,0.00197331731800438,0.00163987435328899,0.00289081200515559,0,0.00540188924712936,0.0037971975612365,0.00467828550719863,0.00881138136759982,0,0.000233624390386356,0.00554796172710461,0,0.00334119496855346,0.0136762737865979,0.00459779468608862,0.00433589947792231,0.00586017692508678,0.00346817748596844,0.00255730692332729,0.0153936742934051,0.00218597063621533,0.00236163877194784,0.0103075334698644,0.000888596346881685,0.00799655050762416,0.0065235440635749,0.0070176347204599,0.00850058456742011,0.00258116759875497,0.00282133226805153
"ASV_87",0.00639294790343075,0.0382589684984597,0.0133912710775874,0.00361520148135085,0.0167445482866044,0.0104596432099483,0.00555964741381358,0.0285142571285643,0.0268839343490794,0.00317839462177104,0.0266774212821892,0.0325168375445069,0.00630543237250554,0.028595102191125,0.0020772746157042,0.0162622320266983,0.00796876671301744,0.0363390768622541,0.00371730151445617,0.0232051476921518,0.0312180591653769,0.00447589182814719,0.0223974148257515,0.00909001572327044,0.0187355158794921,0.000732392073890223,0.00212370586673746,0.0215744093165615,0.0093984962406015,0.00790440321755707,0.00925302826379542,0.00779771615008157,0.00313173837149605,0.0119662170167392,0.159651143656409,0.0152483242522833,0.0068556517613569,0.00950358650335345,0.00959664848012471,0.0130070602525495,0.00838909417756916
"ASV_90",0.0120711562897078,0.0163635761370035,0.00278757071411003,0.00352702583546424,0.008071367884452,0.00952989714684177,0.00413409679488703,0.0034392196098049,0.00227464360648666,0.0100938107988365,0,0.0377933164600403,0.00279471544715447,0.00162032774811269,0.00474311037252458,0.00540188924712936,0.00176489464113809,0,0.00626434144102799,0,0,0,0.00771652227205616,0,0,0,0,0,0.00320343111299375,0.00106941925884596,0,0.00137030995106036,0.00418420782421193,0.0167053128649527,0.0229718611156821,0,0,0,0.0179998051441933,0.0186248956145456,0.00334565065414961
"ASV_93",0.0156051461245235,0.0034449633972639,0.00603973654723839,0.026761308526585,0.0065137354856981,0.0131617177058516,0.0118795884910547,0.0083791895947974,0.010177069239367,0.00778225107391212,0.00833482702993368,0.008922826133585,0.0180848115299335,0.0058184496409501,0.0165835756820385,0.00616550709881781,0.00689913359717617,0.0188449247191381,0.0147774208352455,0.00344530577088717,0.0289986274567065,0.00991664656535606,0.00741008997966404,0.0549331761006289,0.0094983190260143,0.0182080807258819,0.0103530661003451,0.00862229853308947,0.00473896007624696,0.0147393871762682,0.011916778824585,0.00933115823817292,0.00682821644932745,0.0102736827852343,0.01369096593714,0.0125044098624123,0.0108409441347408,0.0114716316648108,0.0194368667186282,0.0105271149125693,0.0129581543992809
"ASV_99",0.000238246505717916,0,0.000519253368314613,0,0.000212404418011895,0,0,0,0.00115693079985097,0,0.00182230985242278,0,0.000415742793791574,0.000276192229791935,0,0.000791899994343571,0,0,0.00018357044515833,0,0,0.00294819222213288,0.000835724433796696,0,0,0.0015054725963299,0,0,0,0,0,0.000293637846655791,0,0,0.000362020733914761,0,0,0.000388429966077116,0,0.000303666776324114,0
"ASV_117",0.00623411689961881,0.000397495776607374,0.00267825421551748,0,0.00350467289719626,0.000987855192050671,0.00166314238874765,0.000750375187593797,0.00692197580249819,0.00229229672721669,0.00713986974965645,0.00493329329501094,0.00542775314116778,0.0028355735591972,0.00204265337210913,0,0.00425179163546903,0.00125193555826442,0.00580541532813217,0,0.00356277195339193,0.00246576076760205,0.00473577179151461,0.00388168238993711,0.0020889773802918,0.00101721121373642,0.00314131492788249,0.00261281773729984,0.00360055067245579,0.00320825777653787,0.00120569762225213,0.00215334420880914,0.00718759626244994,0.00484064790210382,0.00786572321869343,0.0023127278428913,0.00408018028703594,0.002019835823601,0.00487139516757599,0.00526355745628464,0.00252172176170978
"ASV_123",0,0.00188810493888502,0.00117515235986991,0.00604003174323252,0.00375247805154347,0.00409669359056308,0,0.00162581290645323,0.00325509343686884,0,0.00295751926868614,0.00223070653339625,0.00427291204730229,0.00244890443748849,0.00595485389835203,0,0.00310193603593967,0.00405231772806642,0.000757228086278109,0.00607995136038912,0.00519814268609643,0.00345742542413765,0.00342647017856645,0.00653498427672956,0.00453699774782126,0.00360092769662693,0.004380143350146,0.00223955806054272,0.00211797098379752,0.00227832798623704,0.00426200089726335,0.00283849918433932,0,0.00473909584821353,0.00677966101694915,0.00501744345576418,0.00249080773336496,0.00393609032291478,0.00246005455962588,0.00139180605815219,0.00471886547488265
"ASV_131",0.00186626429479034,0.00539931763225016,0.00295154546199885,0.00216030332422185,0.00438969130557916,0.00950084258236969,0.00494190881227874,0.00779556444889111,0.00176480969468792,0.00367923256217133,0.00101571368823565,0.0030886705847025,0.0064440133037694,0.00228318909961333,0.00266583575682039,0,0.00435875494705316,0.000527130761374494,0.00300596603946765,0,0.0123236865928803,0.00107206989895741,0.00309218040504778,0.00363600628930818,0.00199105656559063,0.00170891483907719,0.00407043624458013,0.00421783434735546,0.00434184051678492,0.000790440321755707,0.00114961866307761,0.0109624796084829,0.0036964780778314,0.00384205270551597,0.000789863419450387,0.0043510642467955,0,0.00528264753864878,0.0028010522213562,0.0060480299617886,0.00893838010586238
"ASV_133",0.00778271918678526,0.0061943091854649,0.00191303872536963,0,0.004708297932597,0.00101690975652275,0.00185321580460453,0.000375187593796898,0.00325509343686884,0.000577889931231098,0.00743860906972576,0.00669211960018875,0.00293329637841833,0.000497146013625483,0,0.00296962497878839,0.00339608514279602,0.00207557737291207,0.00814593850390087,0,0.00487690914931519,0.00254616601002385,0.0044850544613756,0.00437303459119497,0.00936775793974606,0,0.0014158039111583,0.00272479564032698,0,0.00311526479750779,0,0.00104404567699837,0.00351678817127015,0.00492527461367906,0.00733914760572651,0.00223433028889499,0.00780453089787688,0.00644793743688013,0.01298226812159,0.00769289166687755,0.000549285928293219
"ASV_150",0.00138977128335451,0,0.00297887458664699,0.00740675425447491,0.000672613990371,0.00371898425242606,0.00655753284706218,0,0,0.00564405832835706,0,0.00338895800265969,0.000854582409460458,0.000699686982139569,0,0.000141410713275638,0.000187185795272222,0.000922478832405364,0.00110142267094998,0,0.00680431037000263,0.00375224464635094,0,0,0,0.00278715872563779,0.00362799752234316,0,0,0,0.00658927770300583,0,0,0.000169253423150483,0.00556195491196314,0.00783975539963153,0.00429367809275294,0.000543801952507963,0.001826773187841,0.00230280638712453,0
"ASV_168",0.00115152477763659,0,0.00388073570003553,0.00101401992769597,0.00233644859813084,0.00281829275379162,0.00263726864501414,0.000396031349007837,0.0022942526030943,0,0.00457071159706041,0.00248809574878813,0.00325665188470067,0.000902227950653655,0,0.000989874992929464,0.0027008236174992,0,0.00266177145479578,0,0.004263645124551,0.0022781485352845,0.00158787642421372,0.00103183962264151,0.000881287332310605,0.00425194287341824,0,0.00145571273935277,0,0,0.00224315836698071,0,0.00210493890543177,0.0030127109320786,0.00157972683890077,0.0030575046058563,0.00303641323686395,0.00183856850609835,0.00153448947778644,0.00779411392565225,0.00137321482073305
"ASV_172",0.000436785260482846,0.00125873662592335,0,0.00771536901507804,0,0.00119123714335522,0,0.00120893780223445,0.00364727336902171,0.0017914587868164,0.000209117524048515,0,0.000554323725055432,0.00270668385196096,0.00349674560310206,0.000593924995757679,0.000374371590544443,0.00187790333739663,0,0.00643461518974515,0.00306632012382093,0,0.000501434660278018,0.00343946540880503,0.000979208147011783,0.000773080522439679,0,0,0.0056390977443609,0.00102292276933092,0.00796321220278152,0.00153344208809135,0.000770099599548208,0.000727789719547078,0,0.00235192661988946,0.00125726485588898,0.00251184711396535,0,0.000404889035098818,0.00147308498951363
"ASV_196",0.000913278271918679,0.00059624366491106,0.00185838047607335,0,0.00208864344378363,0.00249869254459876,0,0.00275137568784392,0,0.00204187775701655,0.000597478640138615,0.00510488610527219,0.00073909830007391,0.00532130362732462,0.00411992798781332,0.00155551784603202,0,0.00359107831186374,0,0.00455996352029184,0.00181058902549426,0.00313580445445043,0.00175502131097306,0.00329205974842767,0.00310082579887065,0,0.00398194850013273,0.00257549176962413,0.00426241660489251,0.00106941925884596,0,0.00212071778140294,0,0.00311426298596889,0,0.00450785935478813,0,0,0.0023139127045986,0.00032897234101779,0
"ASV_213",0.00103240152477764,0.00407433171022558,0.000765215490147851,0,0.000106202209005947,0,0.000617738601534843,0.00231365682841421,0.00123536678628155,0.000577889931231098,0.00140407480432575,0.00167302990004719,0.00127032520325203,0.00215429939237709,0.0010386373078521,0.0016403642739974,0.00197882126430634,0.00141666392119395,0.00142267094997705,0.00420529969093581,0.00248225914785504,0.000428827959582965,0.000612864584784244,0.00201454402515723,0.00316610634200477,0.000284819139846198,0,0.00018662983837856,0.00100603621730382,0.00139489468545125,0.00148609241812472,0.00120717781402936,0.000641749666290173,0.001049371223533,0.00177719269376337,0.00133275841793736,0.00161309453208398,0.00176088251288293,0.000584567420109119,0.00141711162284586,7.49026265854389e-05
"ASV_217",0,0.000529994368809831,0,0.002909796314258,0.000531011045029737,0.000900691498634436,0.000498942716624296,0.00229281307320327,0.00150989273878856,0.0011750428601699,0,0.000643473038479688,0.000554323725055432,0.00202540968514086,0.00533167151364077,0.00149895356072176,0.0010161514600492,0.00497479656047178,0,0.0148452145716168,0.0010805128055369,0.000348422717161159,0.000891439396049809,0.00162146226415094,0.00310082579887065,0.00050860560686821,0.00106185293336873,0.00074651935351424,0.00198559779731018,0.00251081043381225,0.00266375056078959,0.0032626427406199,0,0.000558536296396595,0.000493664637156492,0.00195993884990788,0.000521883525085992,0.00328870704611958,0.000803780202650039,0,0.00319584540097873
"ASV_229",0.00123094027954257,0,0.00213167172255473,0.0013667225112424,0.000601812517700368,0.00514265791155791,0.00130675473401601,0.00189678172419543,0,0,0.00340562824879011,0.00184462271030844,0.00431910569105691,0.000736512612778494,0.0017310621797535,0.00214944284178969,0.00128355973900952,0.00500774223305769,0,0,0.00353356890459364,0.00112567339390528,0.00161573390534028,0.00167059748427673,0.00264386199693181,0.000854457419538593,0,0.00190362435146131,0,0.000697447342725624,0,0.00104404567699837,0.00105246945271588,0,0.00309363172618068,0.00246952295088393,0.000996323093345985,0.00121708056037496,0.00153448947778644,0.0010628337171344,0.00169779286926995
"ASV_253",0.00202509529860229,0.000496869720759217,0.00199502609931404,0,0.000955819881053526,0,0.000403906008695859,0.000416875104218776,0.00315704845383062,0,0.0066021389735317,0.000772167646175625,0.000946969696969697,0.00086540232001473,0.000796288602686609,0.000791899994343571,0.00141726387848968,0.00079069614206174,0.00188159706287288,0.0012666565334144,0,0.000589638444426577,0.00122572916956849,0.00167059748427673,0.0020889773802918,0.000345851812670383,0.000553048402796213,0.000671867418162816,0,0.000836936811270749,0,0.000946166394779772,0.00225895882534141,0.00230184655484657,0.0021063024518677,0.00446866057778997,0.000545605503498992,0.00230468446539089,0.000779423226812159,0.000531416858567199,0.00067412363926895
"ASV_263",0.000913278271918679,0.00162310775448011,0.00183105135142521,0,0,0.00209192864198966,0.00133051391099812,0,0.00100005882698982,0,0,0.00158723349491656,0,0.00093905358129258,0.00197341088491899,0.00200803212851406,0.000748743181088886,0.00467828550719863,0.000826067003212483,0.000962658965394943,0,0,0.0012814441318216,0.000982704402515723,0.00192577602245651,0,0,0.00205292822216416,0.00217092025839246,0,0.00145805293853746,0.000848287112561175,0.00182256905226409,0,0.00299489879874938,0.000783975539963153,0,0.000828650594297848,0.00192420109119252,0.000531416858567199,0
"ASV_272",0.00325603557814485,0,0.00199502609931404,0,0.000424808836023789,0,0.000332628477749531,0.000583625145906286,0.000254916955899367,0.000423785949569472,0.00507856844117823,0.000815065848740938,0.00302568366592757,0,0.000727046115496469,0.00132926070479099,0.00096266980425714,0.000131782690343623,0.00112436897659477,0,0.00134334024472155,0.00152769960601431,0.00253503078251664,0,0.00146881222051767,0.000244130691296741,0.000862755508362092,0.00153036467470419,0,0.000604454363695541,0.000448631673396142,0.00163132137030995,0.000359379813122497,0.000998595196587851,0.00164554879052164,0,0.000806547266041988,0.000725069270010617,0.00236262665627436,0.00065794468203558,0
"ASV_412",0,0,0.000300620371129513,0.000969932104752667,0,0.000755418676274043,0,0.000416875104218776,0.00131380277271212,0.000809045903723538,0.000268865388062377,0,0.000392645971914265,0.00114159454980667,0.000865531089876748,0.000452514282482041,0,0.000296511053273153,0,0.000607995136038912,0.000934497561545425,0.000214413979791482,0,0.000687893081761006,0.00058752488820707,0,0,0,0.000767764481626602,0,0.000813144908030507,0.000815660685154976,0,0.000270805477040773,0,0,0.000569327481911991,0.000388429966077116,0.00017049883086516,0.000506111293873523,0.000174772795366024
"ASV_487",0,0.000165623240253072,0.00235030471973983,0.000617229521206243,0,0.000987855192050671,0,0.000437718859429715,0.000647096888052238,0.000654941922061911,0,0.000815065848740938,0.00117793791574279,0.000441907567667096,0,0.00022625714124102,0,0.000131782690343623,0.000137677833868747,0.00050666261336576,0.000204421341588062,0.000241215727265418,0,0.000687893081761006,0.000783366517609427,0,0.000464560658348819,0.000149303870702848,0.000503018108651912,0.000232482447575208,0.000588829071332436,0.000522022838499184,7.70099599548208e-05,0.000897043142697561,0.000197465854862597,0,0.000426995611433994,0.000284848641789885,0.0002435697583788,0.000835083634891313,0.000374513132927195
